#,997,5,0,27,28,29,30,2,8,7,1,3,4,6,11,14,17,15,16,18,9,19,20,47,48,21,25,26,49,101,1101,1102,1103,1104,1105,1106,1107,1108,1109,1111,92,93,94,95,96,97,98,12,13,32,33,39,40,22,23,1110,24,34,35,36,37,31,41,42,43,44,45,46,51,52,53,54,55,56,61,62,63,64,65,66,71,72,73,81,82,83,84,85,86,1361,1362,1363,1364,1365,1366,1367,1368,1369,1370,1371,1372,201,301,302,303,304,305,306,307,308,309,310,311,312,701,702,703,704,705,706,801,802,901,902,903,904,905,906,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,551,601,602,603,604,605,606,607,608,609,610,611,612,613,614,651,401,402,403,404,405,406,407,408,202,203,205,206,207,208,209,210,2001,2002,2003,2004,2005,2006,2007,995,996,993,994,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
1,1,,,0,,0,,0,1,1,0,-1,50,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,0,,0,,0,1,1,0,-1,50,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,,0,,0,,0,1,1,0,-1,50,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,,0,,0,,0,1,1,0,-1,50,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,,0,,0,,0,1,1,0,-1,50,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,0,,0,,0,1,1,0,-1,50,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,,0,,0,,0,1,1,0,-1,50,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,,0,,0,,0,1,1,0,-1,50,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,,0,,0,,0,1,1,0,-1,50,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,,0,,0,,0,1,1,0,-1,50,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,0,0,100,100,100,100,1,1,1,1,0,100,100,100,100,100,100,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0,0,0,0,0,73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&0&0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
