#,0,1,2,3,4,5,6,7,8,9,10,11
50061,STR,1,,20004,20010,0,0,0,1,1,,0
50062,CON,1,,20004,20010,0,0,0,1,1,,0
50063,AGI,1,,20004,20010,0,0,0,1,1,,0
50064,VIT,1,,20004,20010,0,0,0,1,1,,0
50065,COM,1,,20004,20010,0,0,0,1,1,,0
50066,WIL,1,,20004,20010,0,0,0,1,1,,0
50015,FAS,1,,20004,20010,0,0,0,1,1,,0
51361,STR,1,%,20004,20010,0,50061,0,1,1,STR,0
51362,CON,1,%,20004,20010,0,50062,0,1,1,CON,0
51363,AGI,1,%,20004,20010,0,50063,0,1,1,AGI,0
51364,VIT,1,%,20004,20010,0,50064,0,1,1,VIT,0
51365,COM,1,%,20004,20010,0,50065,0,1,1,COM,0
51366,WIL,1,%,20004,20010,0,50066,0,1,1,WIL,0
50071,MIG,1,,20004,20010,0,0,1,1,0,,0
50072,FIN,1,,20004,20010,0,0,1,1,0,,0
50073,SWI,1,,20004,20010,0,0,1,1,0,,0
50092,MIG,1,%,20004,20010,0,50071,1,1,1,MIG,0
50093,FIN,1,%,20004,20010,0,50072,1,1,1,FIN,0
50094,SWI,1,%,20004,20010,0,50073,1,1,1,SWI,0
50081,PhD,1,,20004,20010,0,0,1,1,1,,0
50082,QiD,1,,20004,20010,0,0,1,1,1,,0
50084,DIV,1,,20004,20010,0,0,1,1,1,,0
50085,PAR,1,,20004,20010,0,0,1,1,1,,0
50086,EVA,1,,20004,20010,0,0,1,1,1,,0
50083,BRE,1,,20004,20010,0,0,1,1,1,,0
51367,PhD,1,%,20004,20010,0,50081,1,1,1,PhD,0
51368,QiD,1,%,20004,20010,0,50082,1,1,1,QiD,0
51370,DIV,1,%,20004,20010,0,50084,1,1,1,DIV,0
51371,PAR,1,%,20004,20010,0,50085,1,1,1,PAR,0
51372,EVA,1,%,20004,20010,0,50086,1,1,1,EVA,0
51369,BRE,1,%,20004,20010,0,50083,1,1,1,BRE,0
50501,Music,1,,20004,20010,0,0,0,1,1,,0
50502,Chess,1,,20004,20010,0,0,0,1,1,,0
50503,Literature,1,,20004,20010,0,0,0,1,1,,0
50504,Painting,1,,20004,20010,0,0,0,1,1,,0
50505,Astronomy,1,,20004,20010,0,0,0,1,1,,0
50506,Appreciation,1,,20004,20010,0,0,0,1,1,,0
50507,Smithing,1,,20004,20010,0,0,0,1,1,,0
50508,Carpentry,1,,20004,20010,0,0,0,1,1,,0
50509,Medicine,1,,20004,20010,0,0,0,1,1,,0
50510,Toxicology,1,,20004,20010,0,0,0,1,1,,0
50511,Weave,1,,20004,20010,0,0,0,1,1,,0
50512,Craft,1,,20004,20010,0,0,0,1,1,,0
50513,Taoism,1,,20004,20010,0,0,0,1,1,,0
50514,Buddhism,1,,20004,20010,0,0,0,1,1,,0
50515,Cooking,1,,20004,20010,0,0,0,1,1,,0
50516,Lore,1,,20004,20010,0,0,0,1,1,,0
50601,InnerArts,1,,20004,20010,0,0,0,1,1,,0
50602,Footwork,1,,20004,20010,0,0,0,1,1,,0
50603,Stunt,1,,20004,20010,0,0,0,1,1,,0
50604,Fist,1,,20004,20010,0,0,0,1,1,,0
50605,Finger,1,,20004,20010,0,0,0,1,1,,0
50606,Kick,1,,20004,20010,0,0,0,1,1,,0
50607,Hidden·Wp,1,,20004,20010,0,0,0,1,1,,0
50608,Sword,1,,20004,20010,0,0,0,1,1,,0
50609,Blade,1,,20004,20010,0,0,0,1,1,,0
50610,Polearm,1,,20004,20010,0,0,0,1,1,,0
50611,Exotic·Wp,1,,20004,20010,0,0,0,1,1,,0
50612,Soft·Wp,1,,20004,20010,0,0,0,1,1,,0
50613,Ranged·Wp,1,,20004,20010,0,0,0,1,1,,0
50614,Melody,1,,20004,20010,0,0,0,1,1,,0
50013,Max Lifespan,1,,20004,20010,0,0,0,0,1,,0
50032,Ext HP,1,,20004,20010,0,0,1,1,1,,0
50033,Int HP,1,,20004,20010,0,0,1,1,1,,0
50095,Ext Damage,1,%,20004,20010,0,0,1,1,1,,0
50096,Int Damage,1,%,20004,20010,0,0,1,1,1,,0
50097,Phy Penetration,1,%,20004,20010,0,0,1,1,1,,0
50098,Qi Penetration,1,%,20004,20010,0,0,1,1,1,,0
51104,Stance Cost,1,%,20010,20004,0,0,1,1,1,,0
51103,Inhale Cost,1,%,20010,20004,0,0,1,1,1,,0
50022,Shield Strength,1,%,20004,20010,0,0,1,1,1,,0
50023,Heal Rate,1,%,20004,20010,0,0,1,1,1,,0
51110,Detox Rate,1,%,20004,20010,0,0,1,1,1,,0
51105,Int Ratio Bonus,1,%,20008,20008,0,0,1,1,1,,0
51106,Cast Speed,1,%,20004,20010,0,0,1,1,1,,0
51107,Attack Speed,1,%,20004,20010,0,0,1,1,1,,0
51108,Weapon Switch,1,%,20004,20010,0,0,1,1,1,,0
51109,MOV·Spd,100,,20004,20010,0,0,1,1,1,,0
51111,MOV·Dist,100,,20004,20010,0,0,1,1,1,,0
51102,Stance Speed,100,,20004,20010,0,0,1,1,1,,0
51101,Inhale Speed,100,,20004,20010,0,0,1,1,1,,0
50041,Acritoxin Res,1,,20004,20010,0,50042|50043|50044|50045|50046,1,1,1,All Resistance,1
50042,Umbritoxin Res,1,,20004,20010,0,0,1,1,1,,0
50043,Cryotoxin Res,1,,20004,20010,0,0,1,1,1,,0
50044,Pyrotoxin Res,1,,20004,20010,0,0,1,1,1,,0
50045,Necrotoxin Res,1,,20004,20010,0,0,1,1,1,,0
50046,Oneirotoxin Res,1,,20004,20010,0,0,1,1,1,,0
50040,Qi instability,10,,20010,20004,0,0,0,0,1,,0
52001,Sensitivity,1,,20008,20008,0,0,0,1,1,,0
52002,Cleverness,1,,20008,20008,0,0,0,1,1,,0
52003,Adaptation,1,,20008,20008,0,0,0,1,1,,0
52004,Valour,1,,20008,20008,0,0,0,1,1,,0
52005,Fortitude,1,,20008,20008,0,0,0,1,1,,0
52006,Composure,1,,20008,20008,0,0,0,1,1,,0
52007,Karma,1,,20008,20008,0,0,0,1,1,,0
50024,Fertility,1,%,20004,20010,0,0,0,1,1,,0
50206,MOOD Change,1,year,20008,20008,0,0,0,1,1,,0
50209,REL Change,1, / year,20004,20010,0,0,0,1,1,,0
11,Ext Injury,10,%,20010,20004,1,0,0,1,0,,0
12,Int Injury,10,%,20010,20004,1,0,0,1,0,,0
13,Lifespan,1,,20004,20010,1,0,0,1,0,,0
39,Qi instability,1,,20010,20004,1,0,0,1,0,,0
61,Acritoxin,1,,20008,20003,1,0,0,1,0,,0
62,Umbritoxin,1,,20006,20003,1,0,0,1,0,,0
63,Cryotoxin,1,,20005,20003,1,0,0,1,0,,0
64,Pyrotoxin,1,,20010,20003,1,0,0,1,0,,0
65,Necrotoxin,1,,20004,20003,1,0,0,1,0,,0
66,Oneirotoxin,1,,20007,20003,1,0,0,1,0,,0
92,Loot,1,%,20004,20010,0,0,0,1,0,,0
93,Exorcism,1,%,20004,20010,0,0,0,1,0,,0
907,Travel Speed,1,%,20004,20010,0,0,0,1,0,,0
908,Bag·Weight,100,,20004,20010,0,0,0,1,0,,0
